"id","product","tags","ingredients"
"13793","Weight Watchers Cereal Berry Flakes","[""Soy Free"",""Sesame Free"",""Dairy Free"",""Egg Free"",""Peanut Free"",""Tree-nut Free""]","[""sultana"",""riboflavin"",""barley malt extract"",""wheat bran sticks  wheat bran"",""vitamins niacin"",""acid citric acid"",""whole grain wheat flakes  wheat"",""glucose syrup"",""corn flakes corn"",""dextrose"",""wheat fibre"",""whole grain wheat"",""folate"",""berry mix  strawberry puree"",""thiamin"",""blackcurrant juice concentrate"",""berry flavoured fruit pieces fruit puree concentrate apple"",""puffed wheat"",""humectant glycerol"",""apple juice concentrate"",""regulators 332"",""blueberry puree"",""vitamin folate  contains  whole grain cereal"",""natural flavour"",""gelling agent pectin"",""plum"",""sugar"",""mineral iron"",""acidityregulators 296"",""salt"",""sweetened dried cranberries  cranberries"",""elderberry juice concentrate"",""raspberry juice concentrate""]"
"13880","Nutella Hazelnut Spread","[""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Wheat Free""]","[""hazelnut"",""vegetable oil palm"",""flavouring vanillin"",""emulsifier lecithins soy"",""sugar"",""fat reduced cocoa powder"",""skim milk powder""]"
"13881","Lotus Biscoff Spread","[]","[]"
"13930","Lifesavers Tingles Fruit Multipack","[""Tree-nut Free"",""Dairy Free"",""Peanut Free"",""Soy Free"",""Sesame Free"",""Egg Free""]","[""flavour"",""colours 141"",""mineral salt 500"",""modified starch 1440"",""colours 160c"",""glucose from corn"",""160a"",""food acid 334"",""cane sugar"",""colours 120""]"
"13938","Cadbury Mixed Bag Milk Chocolate Easter Eggs","[""Sesame Free"",""Tree-nut Free"",""Peanut Free""]","[""milk solid"",""flavour"",""sugar"",""raising agents 500"",""colour 160c"",""popping candy lactose"",""colours 160a"",""acids 331"",""invert sugar"",""colour 100"",""foodacids 330"",""emulsifiers soy lecithin"",""colours 163"",""raspberry chips wheat glucose syrup"",""carbon dioxide"",""preservative 202"",""cocoa mass"",""water"",""food acid 331"",""flavours caramello eggs full cream milk"",""acidity regulator 341"",""476"",""emulsifier soy lecithin"",""maltodextrin"",""flavours creme egg minis sugar"",""cocoa butter"",""salt turkish delight eggs sugar"",""food acid 260"",""flavours marvellous creations eggs full cream milk"",""humectant 422"",""stabiliser 450"",""vegetable fat"",""dairy milk milk chocolate eggs full cream milk"",""471"",""wheat glucose syrup"",""flavours crunchie eggs full cream milk"",""vegetable gum 440""]"
"13945","Cadbury Buzz Bar Marshmallow Eggs Sharepack","[""Tree-nut Free"",""Peanut Free"",""Egg Free"",""Sesame Free""]","[""milk solid"",""flavour"",""cornstarch"",""golden syrup"",""sugar"",""invert sugar"",""cocoa mass"",""butter"",""gelatine"",""sunflower lecithin"",""cocoa butter"",""emulsifiers soy lecithin"",""water"",""sweetened condensed milk"",""vegetable fat"",""476"",""salt"",""glucose syrup""]"
"13952","M&M's Mini Chocolate Easter Eggs Bag","[""Peanut Free"",""Tree-nut Free"",""Sesame Free"",""Egg Free""]","[""flavour"",""milk solid"",""thickener dextrin"",""glazing agent 903"",""glucose syrup sources include wheat"",""stabiliser 414"",""colours 172"",""160a"",""colours 162"",""cocoa mass"",""calcium carbonate"",""sugar"",""133"",""cocoa butter"",""starch"",""salt milk chocolate contains a minimum of  cocoa solids and  milk solids"",""vegetable fat"",""emulsifier soy lecithin"",""colours 100""]"
"13978","Cadbury Creme Egg Gift Box","[""Sesame Free"",""Peanut Free"",""Tree-nut Free""]","[""milk solid"",""regulator flavours"",""dairy milk milk chocolate eggingredients full cream milk"",""476"",""cocoa mass"",""emulsifiers soy lecithin"",""preservative acidityregulator 260"",""flavourscadbury creme egg mini eggsingredients sugar"",""glucose syrup"",""preservative 202"",""cocoa butter"",""colour 100"",""sugar"",""invert sugar"",""humectant 422""]"
"13982","Cadbury Dairy Milk Clinker Bunnies Sharepack","[""Peanut Free"",""Sesame Free"",""Tree-nut Free"",""Egg Free""]","[""strongmilkstrong solid"",""sugar"",""maize"",""colours 120"",""cocoa butter"",""full cream strongmilkstrong"",""clinkers candy pieces sugar"",""cocoa mass"",""colours 100"",""flavour"",""emulsifier strongsoystrong lecithin"",""476"",""starch from strongwheatstrong"",""spirulina"",""tapioca"",""gelatine"",""glucose syrup""]"
"14026","Kellogg's Mystery Flavour Coco Pops Breakfast Cereal","[""Egg Free"",""Tree-nut Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Dairy Free""]","[""sugar"",""minerals calcium carbonate"",""natural flavour"",""whole white rice"",""zinc oxide"",""salt"",""cocoa"",""strongbarley strongmalt extract"",""vitamin b6"",""vitamins niacin"",""iron"",""riboflavin"",""folate""]"
"14028","Pams Finest Luxury Toasted Apricot, Cashew & Almond Muesli","[""Dairy Free"",""Peanut Free"",""Soy Free"",""Sesame Free"",""Egg Free""]","[""cashew"",""date"",""pumpkin seed"",""sunflower seed"",""almond"",""natural flavour"",""salt"",""preservative 220 sulphites"",""wheat bran straws gluten"",""rice bran oil"",""raisins"",""golden syrup"",""rolled oats"",""coconut"",""rice flour"",""brown rice puffs"",""dried fruit  apricots apricots"",""brown sugar"",""raising agent 500"",""potato starch""]"
"14029","Jordans Simply Crunchy Oat Granola","[""Dairy Free"",""Soy Free"",""Wheat Free"",""Egg Free"",""Tree-nut Free"",""Peanut Free"",""Sesame Free""]","[""sunflower seed"",""honey"",""flavour"",""vegetable oil"",""sugar"",""whole grain oat flakes""]"
"14081","Hubbards Legendary Locals Hawke's Bay Stone Fruit With Vanilla Granola","[""Sesame Free"",""Dairy Free"",""Egg Free"",""Soy Free"",""Peanut Free""]","[""cashew"",""golden peach"",""maltodextrin"",""nuts  almonds"",""wholegrain oats"",""chia"",""brown sugar"",""natural vanilla flavour"",""cinnamon"",""pumpkin"",""freeze dried fruits plum"",""seeds  sunflower"",""oat flour"",""vegetable oil"",""buckwheat"",""desiccated coconut sulphites""]"
"14082","Sanitarium Weet-Bix Organic Breakfast Cereal","[""Peanut Free"",""Dairy Free"",""Tree-nut Free"",""Sesame Free"",""Soy Free"",""Egg Free""]","[""salt"",""organic wholegrain wheat"",""barley malt extract"",""organic sugar""]"
"14083","I Love Breakfast Cocoa Magic Crunch Breakfast Cereal","[""Egg Free"",""Tree-nut Free"",""Soy Free"",""Sesame Free"",""Peanut Free"",""Dairy Free""]","[""unrefined sugar"",""salt"",""natural flavour"",""puffed rice  rice"",""cocoa powder"",""puffed buckwheat"",""dietary fibre inulin"",""date pure""]"
"14084","Nature's Path Crispy Rice Cereal","[""Peanut Free"",""Wheat Free"",""Tree-nut Free"",""Sesame Free"",""Soy Free"",""Gluten Free Coeliac/Celiac"",""Egg Free"",""Dairy Free""]","[""cane sugar"",""brown rice flour"",""sea salt"",""molasses""]"
"14086","Pams Rolled Oats","[""Tree-nut Free"",""Wheat Free"",""Sesame Free"",""Dairy Free"",""Peanut Free"",""Soy Free"",""Egg Free""]","[""rolled oats""]"
"14087","Kellogg's Corn Flakes Breakfast Cereal","[""Peanut Free"",""Dairy Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Egg Free""]","[""vitamin e soy"",""niacin"",""sugar"",""zinc oxide"",""corn"",""vitamins vitamin c"",""thiamin"",""barley malt extract"",""riboflavin"",""salt"",""folate"",""minerals iron""]"
"14088","Harraways Raspberry And Lightly Toasted Coconut Oats","[""Wheat Free"",""Sesame Free"",""Egg Free"",""Soy Free"",""Peanut Free""]","[""toasted coconut"",""white sugar"",""new zealand oats"",""natural flavour"",""raspberry pieces"",""whole milk powder""]"
"14089","Hubbards Almond & Pecan Amazing Toasted Muesli","[""Peanut Free"",""Dairy Free"",""Egg Free"",""Soy Free"",""Sesame Free""]","[""flavour"",""wholegrain strongoat strongclusters  strongoatsstrong"",""strong triticalestrong"",""stronghazelnuts strong"",""strongcashews strong"",""natural thickener 414"",""vegetable oil"",""strongpecans strong"",""sugar"",""seeds pumpkin"",""caramelised sugar syrup"",""strongbarleystrong"",""strongnutsstrong strongalmonds strong"",""emulsifier 471nbsp"",""sunflower"",""puffed buckwheat"",""strongwheatstrong"",""strongbarleystrong malt extract"",""salt"",""pecan flavour"",""maltodextrin"",""strongredstrong strongwheatstrong"",""strongoatstrong flour"",""honey"",""rice pops"",""coconut contains strongsulphitesstrong"",""wholegrain strongoatsstrong""]"
"14090","Pams Toasted Muesli","[""Soy Free"",""Sesame Free"",""Wheat Free"",""Egg Free""]","[""peanut"",""oat"",""honey"",""seeds sunflower"",""sweetened papaya contains sulphites"",""pumpkin"",""yoghurt flavoured compound coated sultanas contains milk"",""sweetened pineapple contains sulphites"",""brown sugar"",""canola oil"",""soy"",""caramelised sugar syrupnbsp"",""dried fruit  sultanas contain cottonseed oil""]"
"14091","Pams Instant Oats Original Sachets","[""Tree-nut Free"",""Peanut Free"",""Soy Free"",""Sesame Free"",""Wheat Free"",""Dairy Free"",""Egg Free""]","[""rolled oats""]"
"14092","Kellogg's All-Bran Honey Almond Breakfast Cereal","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Soy Free"",""Sesame Free""]","[""almond"",""flavour"",""thiamin"",""salt"",""vitamin b6"",""wheat bran"",""molasses"",""folate"",""barley malt extract"",""sugar"",""riboflavin"",""honey"",""minerals iron"",""vitamins niacin"",""whole wheat"",""zinc oxide""]"
"14093","Kellogg's Nutri-Grain Breakfast Cereal","[""Soy Free"",""Peanut Free"",""Egg Free"",""Dairy Free"",""Sesame Free"",""Tree-nut Free""]","[""natural flavour"",""raising agents potassium bicarbonate"",""turmeric"",""vegetable gum acacia gum"",""cereals  wheat flour"",""wheat protein"",""oatmeal contains oats"",""sugar"",""barley malt extract"",""vitamin b6"",""minerals calcium carbonate"",""maize flour"",""maltodextrin"",""folate"",""salt"",""oat fibre"",""riboflavin"",""vitamins niacin"",""molasses"",""zinc oxide"",""natural colours paprika"",""iron""]"
"14094","Pams Rice Snaps","[""Tree-nut Free"",""Peanut Free"",""Soy Free"",""Sesame Free"",""Dairy Free"",""Egg Free""]","[""thiamin"",""riboflavin"",""rice"",""sugar"",""barley malt extract"",""salt"",""vitamins niacin"",""mineral iron""]"
"14095","Vogel's Cafe-Style New Zealand Superfruits Muesli Oat Clusters","[""Tree-nut Free"",""Soy Free"",""Sesame Free"",""Peanut Free"",""Egg Free"",""Dairy Free""]","[""nz plum"",""linseed"",""natural flavour"",""maize starch"",""salt"",""freeze dried nz blackberries"",""cereal  oats"",""buckwheat"",""rice bran oil"",""chicory root extract"",""brown rice puffs brown rice flour"",""seeds sunflower seeds"",""freeze dried nz blueberries"",""rice flour"",""fruit  currants"",""brown sugar""]"
"14096","Harraways Cranberry Coconut & Chia Quick Serve Oats Sachets","[""Wheat Free"",""Egg Free"",""Soy Free"",""Peanut Free"",""Sesame Free""]","[""chia seed"",""sunflower oil"",""natural coconut flavour"",""cranberries cranberry"",""sugar"",""whole milk powder"",""raw sugar"",""new zealand oats""]"
"14098","Kellogg's Guardian Breakfast Cereal","[""Dairy Free"",""Tree-nut Free"",""Egg Free"",""Soy Free"",""Peanut Free"",""Sesame Free""]","[""barley malt extract"",""flavour"",""salt"",""psyllium husk"",""rice"",""niacin"",""vitamins vitamin c"",""folate"",""sugar"",""riboflavin"",""mineral iron"",""thiamin"",""wholegrain cereals  wheat"",""barley"",""oat bran""]"
"14099","Pams Cornflakes","[""Dairy Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Egg Free""]","[""corn"",""barley malt extract"",""folate"",""salt"",""riboflavin"",""sugar"",""vitamins niacin"",""mineral iron"",""thiamin""]"
"14101","Pams Rolled Oats","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free"",""Tree-nut Free""]","[""rolled oats""]"
"14102","Hubbards Passionfruit Coconut Pineapple Crispy Crunchy Granola","[""Soy Free"",""Dairy Free"",""Sesame Free"",""Peanut Free"",""Egg Free""]","[""pumpkin seed"",""sunflower seed"",""sugar"",""salt"",""coconut sulphites"",""freeze dried passionfruit"",""rice pops rice flour"",""passionfruit oat cluster  wholegrain oats"",""natural flavour"",""buckwheat"",""freeze dried pineapple"",""oat flour"",""brown sugar"",""maltodextrin"",""vegetable oil""]"
"14103","Pams Instant Oats Brown Sugar & Honey","[""Soy Free"",""Peanut Free"",""Sesame Free"",""Egg Free"",""Tree-nut Free"",""Wheat Free""]","[""rolled oats"",""white sugar"",""honey powdernbsp"",""skim milk powder"",""brown sugar""]"
"14104","Jordans Berry Crunchy Oat Granola","[""Peanut Free"",""Dairy Free"",""Sesame Free"",""Wheat Free"",""Soy Free"",""Egg Free""]","[""vegetable oil"",""sunflower seed"",""honey"",""natural flavouring"",""seeds pumpkin seeds"",""sliced cranberries"",""flaked almonds"",""sugar"",""freeze fried berries whole blackcurrants"",""whole grain oat flakes"",""whole blueberries""]"
"14105","Hubbards Almond & Chia Crunchy Bran-Ola","[""Sesame Free"",""Egg Free"",""Peanut Free"",""Dairy Free"",""Soy Free""]","[""chia seed"",""pumpkin seed"",""sunflower seed"",""strongcashewsstrong"",""triticalestrong"",""brown sugar"",""prebiotic fibre chicory root fibre"",""probiotic culture embacillus coagulansem"",""coconut contains strongsulphitesstrong"",""vegetable oil"",""strongwheatstrong bran"",""natural flavournbsp"",""strongoat strongflour"",""wholegrains  strongoats strongstrong"",""tree nuts  strongalmondsstrong"",""sorghum flakes"",""roasted stronghazelnutsstrong"",""maltodextrin""]"
"14106","Uncle Tobys Oats Quick Sachets Creamy Vanilla Sachets","[""Egg Free"",""Tree-nut Free"",""Sesame Free"",""Wheat Free"",""Peanut Free"",""Soy Free""]","[""sugar"",""natural flavournbsp"",""skimmed milk powder"",""uncle tobys whole grain rolled oats""]"
"14107","Sanitarium Light 'n' Tasty Nut Lovers Breakfast Cereal","[""Sesame Free"",""Peanut Free"",""Dairy Free"",""Soy Free"",""Egg Free""]","[""cashew"",""almond"",""hazelnut"",""natural sweetener steviol glycoside"",""oat"",""vitamins niacin"",""cereals  wholegrains  wheat"",""natural flavour"",""wheat gluten"",""barley malt extract"",""riboflavin"",""b6"",""golden syrup"",""rice"",""iron"",""seeds  pumpkin"",""thiamin"",""minerals calcium"",""corn fibre"",""corn"",""sunflower"",""salt"",""sugar"",""folate""]"
"14108","Hubbards Berry Berry Nice Muesli","[""Soy Free"",""Peanut Free"",""Sesame Free"",""Egg Free""]","[""flavour gluten"",""freeze dried berries  raspberry"",""soy"",""yoghurt compound sultanas milk"",""sugar"",""berry fruit flakes  wheat"",""canola oil"",""coconut sulphites"",""strawberry"",""blackberry and raspberry puree"",""wholegrains  oats"",""cranberries""]"
"14110","Harraways Oat-active Simply Original Oats","[""Tree-nut Free"",""Egg Free"",""Peanut Free"",""Dairy Free"",""Soy Free"",""Wheat Free"",""Sesame Free""]","[""new zealand oats"",""plant sterols""]"
"14111","Pams Finest Luxury Toasted Ancient Grains & Superfruits","[""Egg Free"",""Sesame Free"",""Dairy Free"",""Peanut Free""]","[""linseed"",""cashew"",""chia seed"",""pumpkin seed"",""rice bran oil"",""blackcurrant juice concentrate"",""bush blend honey"",""freeze dried blackberries"",""cornflour"",""seeds  sunflower seeds"",""salt"",""maltodextrin"",""puffed millet"",""rolled oats"",""sunflower oil"",""golden syrup"",""brown sugar"",""dried fruit  raisins"",""dried sweetened blueberries"",""natural honey flavour emulsifier 322"",""blackcurrant coated flakes rice flakes rice flour"",""dried sweetened cranberries cranberries"",""brown rice balls milk"",""sugar"",""potato starch""]"
"14113","Pams Rice Snaps","[""Soy Free"",""Tree-nut Free"",""Egg Free"",""Dairy Free"",""Sesame Free"",""Peanut Free""]","[""vitamins niacin"",""mineral iron"",""sugar"",""rice"",""thiamin"",""barley malt extract"",""riboflavin"",""salt""]"
"14114","Pams Berry Toasted Muesli","[""Soy Free"",""Sesame Free"",""Tree-nut Free"",""Egg Free"",""Peanut Free""]","[""oat"",""wheat"",""blackcurrant juice concentrate"",""seeds sunflower"",""cottonseed oil"",""gellingagent 440"",""pumpkin"",""humectant 422"",""dried sweetened cranberries"",""barley malt extract"",""caramelised sugar syrup"",""yoghurt flavoured compound coated sultanas  contains milk"",""brown sugar"",""canola oil"",""blueberry containing fruit pieces blueberry puree"",""soy"",""sultanas sultanas"",""natural flavour"",""gellingagent agent acidity regulator 296"",""wheat fibre"",""salt"",""honey"",""sugar""]"
"14115","Kellogg's Sultana Bran With Oat Clusters Breakfast Cereal","[""Tree-nut Free"",""Dairy Free"",""Sesame Free"",""Peanut Free"",""Egg Free"",""Soy Free""]","[""sultana"",""vitamin b6"",""invert sugar syrup"",""vegetable oil palm"",""thiamin"",""rolled oats"",""barley malt extract"",""salt"",""vitamin c"",""rice extract"",""minerals iron"",""folate"",""riboflavin"",""humectant glycerol"",""corn starch"",""sugar"",""wholegrain cereals whole wheat"",""zinc oxide"",""white rice"",""vitamins niacin"",""wheat bran""]"
"14116","Pams Wholegrain Oats","[""Egg Free"",""Soy Free"",""Tree-nut Free"",""Dairy Free"",""Peanut Free"",""Sesame Free"",""Wheat Free""]","[""rolled oats""]"
"14117","Pams Finest Luxury Berry Granola","[""Sesame Free"",""Dairy Free"",""Egg Free"",""Tree-nut Free"",""Soy Free"",""Peanut Free""]","[""sunflower seed"",""golden syrup"",""brown rice puffs"",""acidity regulator 330"",""rice bran oil"",""sweetened dried cranberries"",""seeds  pumpkin seeds"",""salt"",""rice flour"",""dried fruit currants"",""natural flavour"",""brown sugar"",""freeze dried blackberries"",""rolled oats""]"
"14118","Pams Finest Luxury Vanilla Almond Granola","[""Dairy Free"",""Soy Free"",""Peanut Free"",""Egg Free"",""Sesame Free""]","[""almond"",""salt"",""seeds  pumpkin"",""rice bran oil"",""brown rice puffs"",""sunflower"",""natural vanilla flavour"",""rolled oats"",""puffed buckwheat"",""rice flour"",""brown sugar"",""golden syrup""]"
"14119","Pams Wheat Biskits","[""Dairy Free"",""Soy Free"",""Egg Free"",""Peanut Free"",""Tree-nut Free"",""Sesame Free""]","[""sugar"",""wholegrain wheat"",""salt"",""barley malt extract""]"
"14120","Pams Instant Oats Cranberry & Apple Sachets","[""Peanut Free"",""Tree-nut Free"",""Soy Free"",""Egg Free"",""Wheat Free"",""Sesame Free""]","[""natural apple flavour"",""cinnamon"",""sugar"",""dried cranberries"",""dried apple preservative 220 sulphites"",""skim milk powder"",""rolled oats""]"
"14121","Kellogg's All-Bran Original Breakfast Cereal","[""Tree-nut Free"",""Dairy Free"",""Soy Free"",""Peanut Free"",""Sesame Free"",""Egg Free""]","[""vitamins niacin"",""barley malt extract"",""oxide"",""salt"",""sugar"",""riboflavin"",""zinc"",""folate"",""wheat bran"",""minerals iron"",""vitamin b6""]"
"14123","Pams Finest Luxury Tropical Granola","[""Soy Free"",""Peanut Free"",""Dairy Free"",""Egg Free"",""Sesame Free""]","[""sunflower seed"",""mango flavoured fruit pieces"",""brown sugar"",""coconut"",""coconut oil"",""rolled oats"",""sugar"",""salt"",""banana chips banana"",""natural flavour"",""brown rice puffs"",""golden syrup"",""freeze dried pineapple"",""rice bran oil"",""rice flour""]"
"14124","Sanitarium Puffed Wheat Breakfast Cereal","[""Sesame Free"",""Dairy Free"",""Peanut Free"",""Soy Free"",""Egg Free"",""Tree-nut Free""]","[""puffed wheat""]"
"14126","Pams Creamy Porridge","[""Dairy Free"",""Egg Free"",""Tree-nut Free"",""Soy Free"",""Peanut Free"",""Sesame Free"",""Wheat Free""]","[""rolled oats""]"
"14127","Sanitarium Manuka Blend Breakfast Cereal","[""Peanut Free"",""Sesame Free"",""Egg Free"",""Soy Free"",""Dairy Free""]","[""folate"",""roasted cashews"",""maltodextrin"",""riboflavin"",""cereals wholegrain oats"",""vitamins niacin"",""mineral"",""salt"",""sunflower oil"",""manuka honey"",""rice"",""corn"",""palm oilsoy"",""barley malt extract"",""sugar"",""thiamin""]"
"14128","Hubbards BeMighty Salted Maple & Cashew Granola","[""Dairy Free"",""Peanut Free"",""Soy Free"",""Egg Free"",""Sesame Free""]","[""cashew"",""vitamins niacin"",""corn fibre"",""natural flavour"",""vegetable oil"",""salt"",""riboflavin"",""sugar"",""pumpkin"",""mineral iron"",""seeds  sunflower"",""puffed wheat"",""desiccated coconut  contains sulphites"",""barley malt extract"",""sweetener steviol glycosides"",""oat flour"",""thiamin"",""folic acid"",""rice pops rice"",""wholegrain oats"",""maple syrup"",""brown sugar""]"
"14129","Chantal Organics Organic Apple Crumble Grainola","[""Peanut Free"",""Soy Free"",""Dairy Free"",""Sesame Free"",""Egg Free""]","[""sunflower seed"",""chia seed"",""oat"",""ground cinnamon"",""nz sea salt certified organic"",""raisins"",""coconut"",""hulled buckwheat"",""psyllium husk"",""apple syrup"",""coconut oil"",""brown linseed"",""dried apple""]"
"14130","Vogel's Peanut Butter Chia And Coconut Delightful Granola","[""Egg Free"",""Soy Free"",""Dairy Free"",""Sesame Free""]","[""sunflower seed"",""chia seed"",""pumpkin seed"",""brown sugar"",""brown rice puffs brown rice flour"",""coconut chips"",""natural flavour"",""cereal  wholegrain oats"",""rice flour"",""nuts amp seeds  peanuts"",""maize starch"",""rice bran oil"",""salt"",""chicory root extract"",""nbsp brown sugar""]"
"14131","Jordans Cherry & Almond Low Sugar Granola","[""Egg Free"",""Dairy Free"",""Wheat Free"",""Soy Free"",""Peanut Free"",""Sesame Free""]","[""sunflower seed"",""whole grain oats oat flakes"",""barley flakes"",""desiccated coconut"",""chicory root fibre"",""freeze dried sliced cherries"",""natural flavouring"",""sliced amp whole almonds"",""sunflower oil""]"
"14135","Hubbards Raspberry & Blueberry Crunchy Bran-Ola","[""Egg Free"",""Sesame Free"",""Soy Free"",""Dairy Free"",""Peanut Free""]","[""sunflower seed"",""pumpkin seed"",""brown sugar"",""prebiotic fibre chicory root fibre"",""strongalmondsstrong"",""maltodextrin"",""freeze dried fruits  raspberries"",""strongoat strongflour"",""blueberries"",""probiotic culture embacillus coagulansem"",""coconut contains strongsulphitesstrong"",""wholegrains  strongoats strongstrong"",""sorghum flakes"",""natural flavournbsp"",""triticalestrong"",""strongwheatstrong bran"",""vegetable oil""]"
"14299","Cottee's Maple Flavoured Syrup","[""Egg Free"",""Gluten Free Coeliac/Celiac"",""Soy Free"",""Sesame Free"",""Dairy Free"",""Peanut Free"",""Wheat Free"",""Tree-nut Free""]","[""sugar"",""salt"",""preservative 202"",""vegetable gum 466"",""natural maple flavour colour 150d"",""sugar syrup"",""water"",""food acid 330"",""colour 150c""]"
"14871","Uncle Tobys Delicious Blends Roasted Almond Currant & Maple Flavour Sachets","[""Peanut Free"",""Sesame Free"",""Wheat Free"",""Egg Free"",""Soy Free"",""Dairy Free""]","[""roasted almond"",""flavour"",""sugar"",""currants"",""uncle tobys whole grain rolled oats"",""cinnamonnbsp""]"
"14872","Pams Bran & Sultana Breakfast Cereal","[""Sesame Free"",""Peanut Free"",""Soy Free"",""Egg Free"",""Tree-nut Free"",""Dairy Free""]","[""brown sugar"",""humectant 422"",""riboflavin"",""wheat bran"",""bran flakes  wholegrain wheat"",""caramelised sugar syrup"",""mineral iron"",""wholemeal wheat flour"",""sultanas  sultanas"",""vitamins niacin"",""salt"",""barley malt extract"",""sugar"",""thiamin"",""emulsifier 471"",""folic acid""]"
"14873","Sanitarium Weet-Bix Blends Hi-Bran Breakfast Cereal","[""Sesame Free"",""Egg Free"",""Dairy Free"",""Soy Free"",""Peanut Free""]","[""thiamin"",""honey"",""preservative 223"",""mineral iron"",""wholegrain wheat"",""vitamins niacin"",""raw sugar"",""desiccated coconut"",""riboflavin"",""salt"",""wheat starch"",""folate"",""wheat bran""]"
"14971","Barker's New Zealand Redcurrant Jelly","[""Peanut Free"",""Sesame Free"",""Gluten Free Coeliac/Celiac"",""Tree-nut Free"",""Dairy Free"",""Wheat Free"",""Egg Free"",""Soy Free""]","[""thickener fruit pectin"",""food acid citric acid"",""sugar"",""xanthan gum"",""water"",""331"",""canterbury redcurrants"",""blackcurrant juice""]"
"14989","Cookie Time Cookies Original Chocolate Chunk","[""Sesame Free"",""Tree-nut Free"",""Peanut Free""]","[""milk solid"",""egg"",""wheat flour"",""butter cream"",""sugar"",""raising agent 500"",""chocolate  sugar"",""flavour"",""cocoa solids"",""476"",""salt"",""emulsifiers soy lecithin"",""brown sugar""]"
"15114","Barker's New Zealand Grapefruit & Orange Marmalade","[""Egg Free"",""Dairy Free"",""Peanut Free"",""Tree-nut Free"",""Sesame Free"",""Wheat Free"",""Gluten Free Coeliac/Celiac"",""Soy Free""]","[""nz orange"",""water"",""nz grapefruit"",""sugar"",""gelling agent fruit pectin"",""glucose syrup"",""citric acid""]"
"15115","Sanitarium No Added Sugar or Salt Crunchy Peanut Butter","[""Egg Free"",""Gluten Free Coeliac/Celiac"",""Soy Free"",""Sesame Free"",""Wheat Free"",""Dairy Free""]","[""vegetable oil"",""roasted peanuts"",""stabiliser mono and diglyceridesnbsp""]"
"15149","Pams Plum Jam","[""Gluten Free Coeliac/Celiac"",""Tree-nut Free"",""Sesame Free"",""Peanut Free"",""Wheat Free"",""Egg Free"",""Soy Free"",""Dairy Free""]","[""plum"",""sugar"",""acidityregulators 330"",""gelling agent 440"",""regulators 170""]"
"15150","Anathoth Farm Plum Jam","[""Wheat Free"",""Soy Free"",""Dairy Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Tree-nut Free"",""Egg Free""]","[""new zealand plum"",""sugar""]"
"15151","Pams Squeezable Liquid Honey","[""Sesame Free"",""Soy Free"",""Peanut Free"",""Gluten Free Coeliac/Celiac"",""Dairy Free"",""Wheat Free"",""Tree-nut Free"",""Egg Free""]","[""honey""]"
"15152","Pams No Added Salt Crunchy Peanut Butter","[""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Wheat Free"",""Dairy Free""]","[""peanut"",""hydrogenated soybean oilnbsp""]"
"15153","Craig's Three Berry Fruit Jam","[""Dairy Free"",""Gluten Free Coeliac/Celiac"",""Soy Free"",""Sesame Free"",""Egg Free"",""Peanut Free"",""Tree-nut Free"",""Wheat Free""]","[""raspberries"",""water"",""gelling agent pectin"",""sugar"",""preservative 202"",""foodacids acids 331"",""foodacids 330"",""boysenberries"",""fruit blackberries""]"
"15154","Pams Boysenberry Jam","[""Peanut Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free"",""Sesame Free"",""Gluten Free Coeliac/Celiac"",""Egg Free"",""Dairy Free""]","[""gelling agent 440"",""acidityregulators 330"",""regulators 170"",""boysenberries"",""sugar""]"
"15155","Pams Finest Decadent Dark Chocolate Almond Butter","[""Sesame Free"",""Egg Free"",""Peanut Free"",""Wheat Free"",""Gluten Free Coeliac/Celiac""]","[""emulsifiers 322"",""dark chocolate  cocoa mass"",""emulsifiers 476"",""cocoa butter"",""dry roasted almonds"",""sugar"",""sea salt""]"
"15156","Pams Finest Smooth Peanut Butter","[""Egg Free"",""Soy Free"",""Gluten Free Coeliac/Celiac"",""Wheat Free"",""Dairy Free"",""Sesame Free""]","[""dry roasted peanuts"",""sea saltnbsp""]"
"15157","Anathoth Farm Blackcurrant Jam","[""Dairy Free"",""Soy Free"",""Gluten Free Coeliac/Celiac"",""Egg Free"",""Tree-nut Free"",""Peanut Free"",""Sesame Free"",""Wheat Free""]","[""new zealand blackcurrant"",""sugar""]"
"15158","Pams Crunchy Peanut Butter","[""Gluten Free Coeliac/Celiac"",""Wheat Free"",""Egg Free"",""Dairy Free"",""Sesame Free""]","[""peanut"",""saltnbsp"",""hydrogenated soybean oil""]"
"15159","Pic's Really Good Crunchy Peanut Butter","[""Soy Free"",""Egg Free"",""Dairy Free"",""Sesame Free"",""Gluten Free Coeliac/Celiac"",""Wheat Free""]","[""hi oleic strongpeanutsstrong"",""sea salt""]"
